"Contact Name","Opportunity Name","Opportunity Description","Opportunity Id","Created","Updated","Owner","Milestone","Probability","Estimated Value","Currency","EUR Value","Duration Basis","Duration","Value per Duration","Actual Close Date","Expected Close Date","Contact Id","Email","Phone","Address","Tags","Quotation","Product type","Region","Type of Client","Source of lead","Out of Scope","Lost Reason"
"Emerson Automation Solutions MEA","Sonatrach 3.5 en 7 kW.","","10181221","2020-09-29","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","205569610",""," +91-20-68299067","Emerson Tower-Matrix Building, , | Near College of Engineering Pune |, , |Old Pune Mumbai Road | Pune,Maharashtra-411005,India, India","","2020EMERSMEA01","","","","","",""
"Jubail Sources","Space heater explosion proof","","9585299","2020-05-21","2021-05-11","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-05-21","","200333017","info@jubailsources.com"," +966 13 361 8996","Jubail, Makkah Street, P.O.Box.11207 - Al-Jubail 31961, Saudi Arabia","","","","","","","",""
"AQHOS AS","Spare parts for Ex-M19365","","9755965","2020-07-06","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","200102724","post@aqhos.no"," +47 99 55 18 18","AQHOS AS, Hagellia 6, 5914 Isdalstø,, Norway","","","","","","","",""
"Reckitt Benckiser (Bangladesh) Ltd","spark proof 2.5 ton AC for perfume storage area with Air ventilation facility""","","9595387","2020-05-25","2021-06-29","Liesbeth van Tienhoven","Qualified","20%","10000.00","EUR","10000.00","fixed","","10000.00","","","200481171",""," +8802-9890771","Plot-2(B), Block-SE(C), Road NO-138, Gulshan -1, Dhaka 1212, Bangladesh","","2020RBB01","","","","","",""
"JL Marine & Engineering Pte Ltd","Split ac JL Marine Confirmed Project JL2311","","10824243","2021-03-18","2021-05-21","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","212349891",""," +65 65587079","No. 1 Kian Teck Drive, Singapore 628818, Singapore","","","","","","","",""
"ADNOC Abu Dhabi National Oil Company","split type 2 rt capacity","","10176565","2020-09-28","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","200102428","","","Abu Dhabi National Oil Company, P.O. Box : 898. Abu Dhabi, United Arab Emirates","","2020ADNOC01","","","","","",""
"Elzwetina Group","split unit 12,000btu","","10055351","2020-08-21","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","7900.00","EUR","7900.00","fixed","","7900.00","","","203947768","","","Swani Road 3km, Tripoli, Libyan Arab Jamahiriya","","2020ELZWE01","","","","","",""
"ADNOC Abu Dhabi National Oil Company","split unit 24.000 budget prijzen voor toekomstige projecten","","10202358","2020-10-05","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","200102428","","","Abu Dhabi National Oil Company, P.O. Box : 898. Abu Dhabi, United Arab Emirates","","2020ADNOC02 en 03","","","","","",""
"Ibex Oilfield Services","split unit ac","","10578795","2021-01-15","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","200102413","info@ibex-ofs.com"," +92 51 831 8313","Office No. 19, 3rd Floor, Al Rehmat Plaza, G11 Markaz, Islamabad, Pakistan, Pakistan","","2021IBEX01","","","","","",""
"LUBI srl","Split Unit Daikin 5kw 52 Graden","Keuze van klant omdat de window niet toereikend was.","9894042","2020-07-23","2021-05-11","Sander van Tienhoven","Proposal","50%","4950.00","EUR","4950.00","fixed","","4950.00","","","202055504","info@lubi.biz","(+39) 02 4236777","Via Giacinto Bruzzesi 37, 20146 Milano, Italy","","2020LUBI02","","","","","",""
"Aramco","Split units 3 x","","9585182","2020-05-21","2021-05-11","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-05-21","","200102776","","","Saudi Aramco, , Saudi Arabia, Saudi Arabia","","","","","","","",""
"SNORI France","stainless steel, copper fins ac","","10564560","2021-01-12","2021-01-12","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","209619630","info@snori.fr","(33) 231 837 730","ZA Henri Spriet Ouest, 3 rue Denis Papin, Zone Industrielle, 14120 Mondeville, France, France","","","","","","","",""
"Reijngoud Veiligheid B.V.","stofexplosie test screening leer, kunststof","","9746304","2020-07-02","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","201971173",""," +31 (0)40 289 56 47","Mierloseweg 30a, , 5666 KA Geldrop, Netherlands","","B2020REIJN01SCR","","","","","",""
"ZM Engineering","storage room Mongolia","","9640969","2020-06-07","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","201059939",""," +976-70161012","ZME Office Block#36V | Manlaibaatar Damdinsuren Street | 18th khoroo | Bayanzurkh district | Ulaanbaatar, Mongolia 13372, Mongolia","","AC2018ZME01","","","","","",""
"Greenbrier Astra Rail Industries S.A.","storage room, eindklant","","9581682","2020-05-20","2021-05-11","Liesbeth van Tienhoven","Won","100%","10000.00","EUR","10000.00","fixed","","10000.00","2020-06-02","","200307654",""," +40 257 202 371","41-43 Aurel Vlaicu Street, 310141 Arad, Romania, Romania","","2020GARAIL01","","","","","",""
"Nestle Middle East FZE","sugar silo cooling atex zone 20","","10082655","2020-08-31","2020-08-31","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","204245914",""," +971 4 810 0000","3rd Floor, Dubai World Central HQ Building Near New Al Maktoum International Airport - Dubai, United Arab Emirates","","","","","","","",""
"Ingeteam a.s.","Sulphur","","9738078","2020-06-30","2020-06-30","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-06-30","","201862982",""," +420 597 476 811","Technologická 371/1, 708 00, Ostrava-Pustkovec, Czech Republic","","","","","","","",""
"EMI International","tender ex airco for refinery","","10477050","2020-12-08","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","208671407","","00923332266874","Karachi, Pakistan","","2020EMII01 tm 04","","","","","",""
"Liesbeth van Tienhoven","TESTEN MAIL capsule","Kijken waar de capsule mail terrecht komt","9633170","2020-06-04","2020-06-05","Gido van Tienhoven","New","10%","","","","fixed","","","","","200110110","lt@ex-machinery.nl","","","","","","","","","",""
"Mark Climate Technology","Toshiba - LBK combnatie","Wil zone 1 Toshiba koppelen aan zone 1 LBK","11281587","2021-07-16","2021-07-16","Gido van Tienhoven","New","10%","","","","fixed","","","","","217357196",""," +49 (0)2822 97728-0","Max-Planck-Straße 16, 46446 Emmerich am Rhein, Germany","Air Conditioner","","","","","","",""
"Desert Hub Trading Company","Trane expl proof roomthermostat","","10112473","2020-09-09","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","200223607","","00 966 138020005","P.O. Box 1122, Damman 31431, Saudi Arabia","","2020DesertH04","","","","","",""
"Trane Technologies","tranie RAUL units 6 stuks","","11011641","2021-05-07","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","214166901",""," +971 4428 5364","PO Box 31000, 18th floor, U-Bora Towers, Dubai, United Arab Emirates, United Arab Emirates","","","","","","","",""
"Euro-Asia Design & Construction Pte Ltd","Two Replacement ACs Euro Asia Wheelhouse high capacity","following split ac (Stand alone type ) -2 set

Zone 2 , only outdoor unit required ex proof

Replacement AC ATEX Zone 2 certified Outdoor Unit and Standard Indoor Unit
Cooling Capacity: 12000/12.500 KW
Current model compatibility: Panasonic CS-C45FFH-S
To be used in the Wheelhouse
You have requested a quotation for 2 sets based on these requirements","9770502","2020-07-09","2021-05-11","Liesbeth van Tienhoven","Lost","0%","25000.00","EUR","25000.00","fixed","","25000.00","2020-10-05","2020-07-14","201439210","","","Singapore","","20000","","","","","","Abandoned"
"Infiniti","Ubiquiti EX-M UAP LR Access Point price","","10181429","2020-09-29","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","1600.00","EUR","1600.00","fixed","","1600.00","","","205584585",""," +385-91-654-5467","Čakovec, Dr. Vlatka Mačeka 25, Hungary","","WI2020INFIN01","","","","","",""
"F. Ball and Co. Ltd.","ubiquiti standaard wifi","","10417238","2020-11-19","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","208047008","mail@f-ball.co.uk"," +44 (0) 1538 361 633","Churnetside Business Park, Station Road,, Cheddleton, Leek,, Staffordshire, ST13 7RS, UK, United Kingdom","","2020BALL01","","","","","",""
"Microblau SL","ubiquiti wifi","","11292143","2021-07-20","2021-07-20","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","217426964","","","Rambla Iberia, 97, Sabadell (Barcelona), 08205, Spain","","","Wifi Unit","Western Europe","Installer","Ex-M website","",""
"Holborn Europa Raffinerie GmbH","Ubiquiti wifi access points","","10073990","2020-08-27","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","204111903","info@holborn.de","","Moorburger Str. 16, 21079 Hamburg, Germany","","","","","","","",""
"ABEL BUILDING SOLUTIONS (ABS)","UL AC en 120 Volt","","10605334","2021-01-22","2021-01-22","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","210109742","","","Alstons, Depot Rd, Trinidad & Tobago, Trinidad and Tobago","","","","","","","",""
"Remty-R d.o.o.","units for Freezer and Cold Room Container","","10519576","2020-12-22","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","209006569","","","Cesta II. grupe odredov 54, 1261 Ljubljana - Dobrunje, Slovenia","","","","","","","",""
"Ghana Project Supply Agency","vage aanvraag 1.000 plus AC units.","","10391505","2020-11-13","2020-11-13","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-11-13","","207723285",""," +233549535912","No 22,Osu Oxford Street, P.O.BOX,Ghana Post.18952, Ghana","","","","","","","",""
"TTCL Vietnam Corporation Limited","VD101F-DOW CHEMICAL PJ","","9640901","2020-06-07","2021-01-14","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","201058930",""," +(84-28) 39977118","11th Floor, Centre Point Building, 106 Nguyễn Văn Trỗi, Phú Nhuận, Vietnam","","","","","","","",""
"Egy Power","ventilator","","10098305","2020-09-04","2020-09-04","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-09-04","","204427774","info@egy-power.com"," +202 25174351","4, Road 275, Ground floor, App. #01, New Maadi, Cairo, Egypt","","","","","","","","Poor Qualification"
"Skyrora","ventilator metal dust","","11055290","2021-05-19","2021-05-19","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2021-05-19","","214694695","","","108 Princes Street, Edinburgh EH2 3AA","","","Airconditioner","Western Europe","End-user","Ex-M website","",""
"Altena Group","Vervangen unit carrier tbv wintershall F16/Alpha cluster","Moest allemaal heel snel, zou absoluut vallen, nooit meer iets van gehoord. Bij nabellen laat reageren.
Alklima

PSH-ZM35I BEDRAAD SET /
Mr. Slim Plafond onderbouw-unit / binnendeel
Koeling 3,6 kW / Verwarming 4,1 kW

PCA-M35

Alklima

Mitsubishi Mr. Slim Standaard Inverter Warmtepomp buitendeel
Koeling 3,6 kW / Verwarming 4,1 kW

PUZ-ZM35","10295315","2020-10-30","2020-10-30","Gido van Tienhoven","Lost","0%","","","","fixed","","","2020-10-30","","207086049","","(+31) 0416 670 700","","","","","","","","",""
"Bayport","vervanging MUZ MSZ","","10892193","2021-04-07","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","213059700","","","Pol. Ind. El Sebadal, C/ Dr. Juan Domínguez Pérez, 40B, , 35008 – Las Palmas de Gran Canaria (Spain), Spain","","2021BAYPORT01","","","","","",""
"IPS Group B.V.","vervanging? Mitsubishi die we in 2018 geleverd hebben.","Opdracht is uiteindelijk naar Wellhead gegaan. Yvonne Gibb. een Samsung. (voor dat we Capsule hadden)","9648530","2020-06-09","2021-05-11","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-06-09","","200102706","","","IPS GROUP PROJECTS BV, , HQ / Warehouse address:, , Kalundborg 10, 5026SE, Tilburg, The Netherlands, , Project Team Office Address:, , Rhijnspoor 239,, , 2901LB, Capelle aan den IJssel, , The Netherlands, Netherlands","","2020IPS05, 2020IPS06","","","","","",""
"RDCO International FZE","voor Adnoc ducted split systems vraagt catalogi","","11292213","2021-07-20","2021-07-20","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","217427647","enquiry@rdco-me.com","","Ajman free zone, P.O Box : 21033, Ajman, United Arab Emirates","","","","","","","",""
"M.T.Korea Co., Ltd.","voor offshore en onshore business wil zaken doen of we partner in Korea hebben","","11054331","2021-05-19","2021-06-18","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2021-05-19","","214685859","","","Korea, Republic of","","","","","","","",""
"EKINOKS AIR CONDITIONING SYSTEMS","VRV zone 2 x 65kW redundant","","9897648","2020-07-24","2020-07-24","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","201204556","info@ekinoksklima.com"," + 90 (232) 368 86 22","Cemil Meriç Bulvarı No. 10 Aydınlıkevler, Mah. Çiğli / İzmir, Turkey","","2020EKIN04","","","","","",""
"Eco Mechanical Services Limited (Ecomec)","wall mount fan coil","","10196569","2020-10-02","2020-10-02","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","202308007","sales@ecomec.co.uk"," +44 1635 523700","195 Greenham Business Park, Newbury, Berkshire, RG19 6HW, United Kingdom","","","","","","","",""
"OES Group","Wallmount Unit Inquiry ATEX zone 2 AC2018OES01","","9640963","2020-06-07","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","201059894",""," +603 2168 4322","142C Jalan Ampang, Level 15 West Block,, Kuala Lumpur, 50450, Malaysia","","AC2018OES01","","","","","",""
"Loran-Gulf Coast Holding Company, Inc.","WBB airco, voor USA?","","11238068","2021-07-07","2021-07-08","Liesbeth van Tienhoven","Proposal","50%","12000.00","EUR","12000.00","fixed","","12000.00","","","216970950","","","2650 Matilda Dr., , Houston, Texas 77032, United States","","2021LORANG01","Airconditioner","Western Europe","Trade Agent","Ex-M website","",""
"Xenergi","WBB26 en WBB35","","9718644","2020-06-24","2020-08-17","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","201685176",""," +234(0)84 463256-8 ext. 200","Hoofdkantoor in Maleisie, maar aanvrager heeft tel uit Nigeria? onduidelijk.","","","","","","","",""
"Daewoo E&C, CAFC Oil Project","WBB52 ATEX zone 2 en 22, budgetprijs","","10176399","2020-09-28","2020-09-29","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","205484156","","","High Services Hotel,                   Route de l'Aéroport, Bir Messaoud,                   BP1174,                  30500 Hassi Messaoud  .W.Ouargla,                  Algerie, Algeria","","2020DAEW01","","","","","",""
"Wrist-Klevenberg Ship Supply NL BV","WBB52 bi en buiten 2 x","","11233576","2021-07-06","2021-07-06","Liesbeth van Tienhoven","Proposal","50%","13000.00","EUR","13000.00","fixed","","13000.00","","","214748516","wika@wrist.com"," +31 - (0)10 - 283 24 00","Bunschotenweg 58, 3089 KC Rotterdam, Netherlands","","2021WRIST02","Airconditioner","Western Europe","Installer","Ex-M website","",""
"Comm-Co B.V.","wederverkoop atex airconditioners in geinteresseerd","","10308494","2020-11-04","2020-11-04","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","207306324","","0114 370 030","Kreekzoom 9, 4561 GX Hulst, Netherlands","","","","","","","",""
"Brave Engineering Ltd","Wi-Fi access point","","9573892","2020-05-18","2021-05-11","Liesbeth van Tienhoven","Qualified","20%","","","","fixed","","","","","200102527","sales@braveengineering.com","Tel: +66(0)2116-9795","Bangkok office :, 388/74-75 Nuanchan Road, Nuanchan, Bungkum , Bangkok 10230 Thailand, Thailand","","","","","","","",""
"Vibro Technologies & Engineering PTE Ltd","Wi-Fi access system","","9568717","2020-05-16","2021-05-11","Liesbeth van Tienhoven","Qualified","20%","","","","fixed","","","","","200106433","vibtech@vib-tech.com"," +(65) 6749 2426","60 Ubi Crescent 01-05 UBI Techpark,Singapore 408569., Singapore","","","","","","","",""
"Sistemas Garc","wifi","","10984846","2021-04-30","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","213846410","","","Venezuela, Bolivarian Republic of","","","","","","","",""
"Nigeria LNG","wifi access point","","10073834","2020-08-27","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","204149825","","","Bonny Island, Nigeria","","","","","","","",""
"Solvay","wifi access point","","10246914","2020-10-16","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","206500496","","","Italy","","","","","","","",""
"TEGRA Kazakhstan","wifi access point","","10817390","2021-03-17","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","212300945","","","Kazakhstan","","","","","","","",""
"Itetec","wifi access point","","11215623","2021-07-01","2021-07-01","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","216743964","ventas@itetec.com","","Ave de Las Granjas 20, Atizapan de Zaragoza. Edo. de Mexico, Mexico","","","Camera","","Installer","Ex-M website","",""
"Okinelin Industrial Services LTd","wifi access point net als Inforcelra","","11232600","2021-07-06","2021-07-20","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","216911901","","","Port Harcourt, Nigeria","","","Wifi Unit","Africa","Installer","Ex-M website","",""
"Keymag Controls Sdn Bhd","wifi antenna and lte antenna","","10440491","2020-11-26","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","208321535",""," +60 9-826 6819","No.172, Jln Kampung Gelugor, Kampung Telaga Papan, 24300 Kerteh, Terengganu, Malaysia, Malaysia","","2020KEYMAG01","","","","","",""
